Distance(m),x(NI),x(CR),f(FCC_A1),f(BCC_A2)
2.835671342685371e-06,0.594060215579836,0.40593978442016404,1.0,0.0
2.8456913827655314e-06,0.5922061744058303,0.40779382559416966,1.0,0.0
2.855711422845692e-06,0.5911453380627854,0.40885466193721465,1.0,0.0
2.8657314629258523e-06,0.5887111923640109,0.411288807635989,0.9999999999999999,0.0
2.8757515030060122e-06,0.5879501486814276,0.41204985131857236,1.0000000000000002,0.0
2.8857715430861727e-06,0.5865566183724518,0.41344338162754823,0.9999999999999999,0.0
2.895791583166333e-06,0.584397946969969,0.41560205303003095,0.9999999999999999,0.0
2.9058116232464935e-06,0.5642926504990946,0.43570734950090545,0.9638506152026325,0.03614938479729879
2.915831663326654e-06,0.5151011784972401,0.4848988215027598,0.8751196465029387,0.12488035349695326
2.925851703406814e-06,0.4735192977024276,0.5264807022975724,0.801469727154121,0.19853027284588742
2.9358717434869743e-06,0.4427617134645303,0.5572382865354697,0.7452149360641289,0.2547850639358377
2.9458917835671347e-06,0.42292964860717375,0.5770703513928263,0.7103874657482707,0.28961253425170486
2.955911823647295e-06,0.411553859523335,0.588446140476665,0.6910879733812929,0.30891202661872713
2.9659318637274555e-06,0.40557264818392813,0.5944273518160719,0.6802625808447123,0.31973741915528314
2.9759519038076155e-06,0.40260679431714375,0.5973932056828563,0.6730931144484132,0.3269068855515821
2.985971943887776e-06,0.4011938082762545,0.5988061917237455,0.6730456524870055,0.3269543475130107
2.9959919839679363e-06,0.40053713208187436,0.5994628679181256,0.6694376335534487,0.3305623664465631
3.0060120240480967e-06,0.4002378758787519,0.5997621241212481,0.6694376335534487,0.3305623664465631
3.016032064128257e-06,0.40010404101687913,0.5998959589831209,0.6694376335534487,0.3305623664465631
3.026052104208417e-06,0.4000449350264873,0.5999550649735127,0.6694376335534487,0.3305623664465631
3.0360721442885776e-06,0.4000191652983439,0.5999808347016561,0.6694376335534487,0.3305623664465631
3.046092184368738e-06,0.40000807325164023,0.5999919267483598,0.6694376335534487,0.3305623664465631
3.0561122244488984e-06,0.40000335918204566,0.5999966408179543,0.6694376335534487,0.3305623664465631
3.0661322645290584e-06,0.4000013807558992,0.5999986192441008,0.6694376335534487,0.3305623664465631
3.0761523046092188e-06,0.4000005607168665,0.5999994392831335,0.6694376335534487,0.3305623664465631
3.086172344689379e-06,0.40000022498753884,0.5999997750124612,0.6694376335534487,0.3305623664465631
3.0961923847695396e-06,0.40000008920845187,0.5999999107915481,0.6694376335534487,0.3305623664465631
3.1062124248497e-06,0.40000003495670156,0.5999999650432984,0.6694376335534487,0.3305623664465631
3.11623246492986e-06,0.40000001353865744,0.5999999864613426,0.6694376335534487,0.3305623664465631
3.1262525050100204e-06,0.40000000518304357,0.5999999948169564,0.6694376335534487,0.3305623664465631
3.136272545090181e-06,0.4000000019615585,0.5999999980384415,0.6694376335534487,0.3305623664465631
3.1462925851703412e-06,0.4000000007339516,0.5999999992660484,0.6694376335534487,0.3305623664465631
3.1563126252505016e-06,0.4000000002715355,0.5999999997284645,0.6694376335534487,0.3305623664465631
3.1663326653306616e-06,0.40000000009933967,0.5999999999006603,0.6694376335534487,0.3305623664465631
3.176352705410822e-06,0.40000000003594194,0.5999999999640581,0.6694376335534487,0.3305623664465631
3.1863727454909825e-06,0.40000000001286273,0.5999999999871373,0.6694376335534487,0.3305623664465631
3.196392785571143e-06,0.40000000000455405,0.599999999995446,0.6694376335534487,0.3305623664465631
3.206412825651303e-06,0.4000000000015962,0.5999999999984038,0.6694376335534487,0.3305623664465631
3.2164328657314633e-06,0.4000000000005546,0.5999999999994454,0.6694376335534487,0.3305623664465631
3.2264529058116237e-06,0.40000000000019154,0.5999999999998085,0.6694376335534487,0.3305623664465631
3.236472945891784e-06,0.4000000000000654,0.5999999999999346,0.6694376335534487,0.3305623664465631
3.2464929859719445e-06,0.40000000000002345,0.5999999999999766,0.6694376335534487,0.3305623664465631
3.2565130260521045e-06,0.4000000000000036,0.5999999999999964,0.6694376335534487,0.3305623664465631
3.266533066132265e-06,0.40000000000000013,0.5999999999999999,0.6694376335534487,0.3305623664465631
3.2765531062124253e-06,0.40000000000000013,0.5999999999999999,0.6694376335534487,0.3305623664465631
3.2865731462925857e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.296593186372746e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.306613226452906e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.3166332665330665e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.326653306613227e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.3366733466933874e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.3466933867735478e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.3567134268537078e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.366733466933868e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.3767535070140286e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.386773547094189e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.396793587174349e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4068136272545094e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.41683366733467e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4268537074148302e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4368737474949906e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4468937875751506e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.456913827655311e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4669338677354714e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.476953907815632e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4869739478957923e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.4969939879759522e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.5070140280561127e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
3.517034068136273e-06,0.4,0.6,0.6694371883081637,0.33056281169187046
